listing_id,id,date,reviewer_id,reviewer_name,comments,Language
2732,14571029,2014-06-22,15594434,Yihan,"Wonderful lady with a sweet place for newbies in LA. Best location where is 5-mins walk from Santa Monica Beach and all kinds of stores & supermarket. I stay with this lady 3 weeks, she's super nice to me. Looked out for me, was thoughtful with everything, and helped me solve all my problems. In a word,she and her place is the best you can got. ",en
2732,18619526,2014-08-29,17070149,Karina,"The house was absolutely delightful with a lovely garden where I could enjoy Santa Monica´s weather to the max. It was very clean and comfortable, quiet and I felt at home since the moment I stepped in. The location was absolutely perfect with the beach just a couple of blocks away, a grocery store to a walking distance, cafes, restaurants and trendy stores just around the corner. Rev-Dr. Louise Diana was very kind, welcoming and sweet. She was very nice to be around and a very thoughtful host. I will definitely stay here when I´m back in Santa Monica! :)",en
2732,24133611,2014-12-21,1334477,Eddie,"The most WONDERFUL 8 weeks. Could not be happier. My host was super friendly, cosy, wonderful and kind and I absolutely adored my time with her. Its a fabulous location and a really lovely space. - cosy and warm and spacious - Id go back in a heartbeat! .. ",en
2732,26040657,2015-02-02,19109170,Francesca,"I had the most wonderful experience at Louise Diana's house. Perfect location, I could walk everywhere. Very quiet. Clean and cosy. The area is very safe. In ten minutes you are on the beach. From the moment I arrived I felt welcome and at ease. Louise Diana is the perfect host. She respects your space but if ever you need anything she is eager and happy to assist. Will defiantly be staying here if I return to Santa Monica. ",en
2732,40882742,2015-08-03,12056267,Serena,"I had such an amazing 3 months in LA 2 of which spent at the wonderful yoga pod! the house was clean and wonderful, great atmosphere, Lady Di is really respectful of your space and is always willing to help if there is an emergency. thank you for such a memorable journey.  ",en
2732,52399662,2015-10-29,9228059,Rainbow,"Louise-Diana was kind and accommodating. She'll be there when you arrive, introduce the neighborhood, and make sure you get settled in nicely. If you're lucky you might even get to explore some of the city with her as she's very well connected. The downstairs has great natural lighting and is spacious and comfortable. If you want to get up with the sunrise, you would love this place. Most importantly, this quaint little townhouse is in a prime location - less than 10 minutes' walk from the beach, 15 minutes to the closest grocery store, and 15 minutes to hip boutiques and restaurants on Main Street. There are very few streetlights in this area, though, so you'll want to take caution after dark. Other things to note: There is no air conditioning, fan or heater, and no shelf or wardrobe for storage. Furniture is worn from natural wear and tear and sun exposure over the years. The washer and dryer are in another room several doors down and you'll need to pay to do laundry. You'll also need to buy your own toilet paper and scrub down the bathroom before you leave. It is important to keep clean and organized and ask questions, as Louise-Diana is very particular about how she keeps things and how you take care of her home. But overall, you'll be sharing a space with a wonderfully experienced woman who has some amazing stories to tell, you'll be living in a quiet neighborhood while still being walking distance away from the hustle and bustle, and you'll be able to have an easy, secluded space to rest when you want to relax in the evenings.",en
2732,83284545,2016-07-02,8240550,Yigal,"First about the hostess.  Louise-Diana is an exceptional hostess.  She's a very gracious, considerate, unique, fun, and well educated energetic powerhouse but at the same time she provides a relaxing environment, in my mind closely analogous to the city of Santa Monica as a whole.  The home is really quintessential Santa Monica living.  Very serene, relaxing, beach, health conscious living that pushes up against a passionate drive for excellence in the quality of life from food to education, the arts and etc..   This aptly describes both her home and Santa Monica as a whole.  For me as I'm starting a new chapter in my life the gestalt of Reverand Dr. Louise-Diana, her supportive energetic presence, her peaceful well functioning home and Santa Monica as a whole was a real transformative opportunity.If you get the chance to live here you'll certainly be making the right decision.-Yigal",en
2732,160591707,2017-06-14,13797405,Edward D,"All was as described.  I was totally at home and felt a very good vibe from day one.  Louise was there to greet and get me familiar right away.  We shared some wonderful conversations, great laughter and had a fun evening out.  Her location is walking distance from anything you would need.  It was a pleasant experience, I highly recommend.  Thanks Louise!!!!!",en
2732,348918624,2018-11-15,178015720,Жибек,"It was unforgettable vacation. Everything was great. Louise-Diana is wonderful person with a good sense of humor. She is very open and friendly. Her advice and support helped me during my stay in this beautiful city.  The house is in great location near the beach and the famous promenade street. The house is clean, cozy and comfortable . I'll be glad to come back again!",en
2732,501542842,2019-08-03,144393977,Yizhou,"I stayed here for 3 months. It’s definitely a good place to stay. Awesome location, very friendly host and the room is good. I would highly recommend if you are here for a small trip.",en
2732,540558001,2019-10-03,10608849,Alessandra,"For not long periods it can be a perfect place. The position is grate and even if it’s not a private room, if you’re traveling it’s a good place to stay with a private bathroom. You will enjoy the Santa Monica experience and you can ask the host what kind of nice activities are around the area! She is a really particular person so I wouldn’t recommend it for long period like many months where you have to feel “home”.",en
2732,582821999,2019-12-27,193454295,David,"I enjoyed my stay as I was there for 2 months. I’m in outside sales so I traveled a lot and wasn’t there much during the week. But when I was, it was clean and the outside area was my favorite part of the location. The bed is an air mattress which I wasn’t aware of, but it is comfortable nonetheless. Location is the best part in my opinion. Earlymorning runs on the beach is easily accessible. This was my first 2 months in California and she helped me feel comfortable as it was a bit of a culture shock coming from Michigan. I wish her the best.",en
3021,7010448,2013-09-03,7008708,Kim,"I've lived in Los Angeles for 23 years. My favorite time was the 10 years I lived in Laurel Canyon, so when I recently sold my home and needed a place to stay for a month before moving out of state, I naturally wanted to return there. Nataraj's place is just lovely...well designed, peaceful, completely private and has everything you could possibly need. It's centrally located and convenient to both Hollywood and the Valley. I thoroughly enjoyed my time there. For out-of-state visitors, you should know that you'll need a car to get anywhere. And cell phone signals in the hills are tricky, but Nataraj can talk you thru ways around that. Parking is a little hard to find when kids are being dropped off or picked up at the school down the hill...or late on a Saturday night. But the walk up and down the hill is fun with lots of interesting houses to look at. And my dog really enjoyed all the nature.Nataraj is charming and handles any and all situations as they come up. The apartment is below his house so you occasionally hear people walking and talking upstairs, but it was quiet 99% of the time. I would recommend this guesthouse (Website hidden by Airbnb) a great Los Angeles/Laurel Canyon experience!",en
3021,11271580,2014-03-27,13263115,Richard,I have stayed here twice. Loved the experience. Location was amazing as was the house. Nataraj was a perfect host. Strongly recommend. ,en
3021,12432298,2014-05-02,8917495,Alexander,Nataraj was helpful from the very beginning and always communicated everything that was needed of me in a timely manner. Not to mention his place was quite dope.,en
3021,85297917,2016-07-11,82124588,Krista,"Great place, the host was really really helpful to us in a pinch and his assistant was on hand for everything we needed as requested. We felt welcome and comfortable like at home!! ",en
3021,87864389,2016-07-22,47318391,Michael,Not my favorite place i've airbnb at. Maybe ok for a night or two. Long term maybe not.,en
3021,90589576,2016-08-01,82559218,Rebekah,Super responsive and accommodating.,en
3021,97187443,2016-08-26,89217499,Laila,"The guest house was in an amazing location, although keep in mind the traffic throughout the day can get bad especially when the elementary school at the end of the street is out. I booked the air BnB over a week before my stay, when booking I noticed that there was no check in time.  I had been messaging Nataraj while booking, but as soon as I asked when check in was, I received no response until the day before my stay.  I landed at 9am and found out that I could not check in till 6pm that evening, I did make it work but I was very upset that I still paid for the full day and night. As for the guest house we loved the set up and the look of it (at first glance) Nataraj definitely has good taste.  If you are not a fan of spiders/spider webs and bugs, this is not the place for you, they were everywhere. The lighting through the guest house is horrible so if you're a girl and need good lighting to get ready this is going to be a problem, along with the fact that there is only one small mirror in the bedroom and the mirror in the bathroom.   Nataraj says he has AC in the house that's connected to the main house but keep in mind this AC vent is TINY and it gets way too hot, he does have a fan in there but it did no good. Even having all the windows open it still did not help much, speaking of Windows some of them did not work well when opening and closing, they did not have blinds/curtains so we had to tape up some paper towels To have privacy in the restroom. If you plan on wearing heels the walk up and down to the guest house is difficult, it was a mission leaving everyday and trying to keep our balance.  If you plan on staying with multiple people and going out also keep in mind Nataraj wants it very quiet. As for the air BnB I loved the location and nataraj taste in decor but I would not return unless the AC, lighting, and cleanliness is approved on.  As for Nataraj we had very little contact but he was very nice and accomdated us when we needed extra bedding.",en
3021,98078892,2016-08-29,25367815,Jendayi,The place looks better in person! In a great quiet neighborhood in the hills! Nataraj was very accommodating.,en
3021,99970119,2016-09-06,82971860,Jason,Great place! Very convenient to Hollywood yet just far enough away to be in peace.,en
3021,101499761,2016-09-13,82971860,Jason,Great place in the Hills. Perfect getaway,en
3021,105827055,2016-10-03,7085701,Crystal,Nataraj was a great host. He was very informative about the area and gave great suggestions on where to eat. The flat is exactly as advertised and clean. The area was very quiet and close to everything that we were interested in seeing. I would recommend his place to anyone interested in visiting LA.,en
3021,107674558,2016-10-11,82971860,Jason,Great place. Ideal if you want to be just away from the BS of Hollywood yet still there.,en
3021,123295472,2016-12-28,936570,"Magdalena, Michael & Café","I am a long time member of the AirBnB community and have reviewed other hosts and they have reviewed me honestly, multiple times. I felt that this was important to preface because my intention is never to just leave a negative review our of spite. Sadly, my experience with this apartment was not great. It is a nice little spot in the canyon & owner is prompt to reply during the booking process. I booked this place for my mother and grandmother for the holidays and it was delivered in less than acceptable condition. I have certain expectations of cleanliness when staying in hotels or rentals. There are fees that us as renters pay for cleaning, so I don't expect anything less than super clean space that we feel safe and comfortable in. Sadly my mom and grandma (who was a house keeper for 20+ years) found a place nothing like what we expected. When I picked up the keys at 7pm before getting my family from the airport, I ran into the owners tenant from an upstairs apartment cleaning the space. I thought nothing of it at the time. I dropped off my mom and gram at 11pm and it wasn't until the early morning heard of the conditions that they had to sleep in and immediately made them leave (They felt bad and guilty to complain to me in the middle of the night). I reached out to the owner at 9 AM and didn't hear back until 4pm. It wasn't until 6PM that he did a walk through the space to alert me that the stove was was dirty but other than that he didn't agree with my assessment. He did offer to clean that and have us check back in, but it was clear that we do not have the same idea of what clean is. My mom took photos of all the issues and if the owner didn't seem to notice anything like the mess in the bathroom shelf unacceptable for a paying client, dirty fridge and microwave, dirty floor with some bug traps and bugs in corners. Again, we are not friends crashing at his place for free. We are paying clients. I didn't want to spend the little time I have with my family giving the host directions on what he needs to clean after he didn't accept my offer to send him photos. Every time someone leaves a hosts place, the place should be mopped, dusted, bleached and completely cleaned for the next guests. It's an issue of integrity and hygiene. In all my experiences with AirBnB, I know that owners hire actual cleaning crews to take advantage of the cleaning fee to do the actual cleaning. No questions asked! I am hopeful that my experience and feedback will encourage the host to take appropriate actions to ensure that cleanliness in his nice apartment is never again an issue. I booked the stay based on previous good reviews so I am sure...",en
3021,180533648,2017-08-10,18821733,Davinia,"very  unreliable host, Wasn't helpful I found mold in the bathroom and the owner blamed it on me when it is lack of upkeep of his property very rude and lazy. I would not recommended staying here.",en
3021,194060830,2017-09-15,11805602,John,Unit was hot. AC wasn't great. ,en
3021,308077573,2018-08-15,137710504,Alex,Nataraj was an incredible host. Helpful with any issue and quick with all responses. I was cancelled on for the first 10 days of the trip but I feel as if that was out of his control. I recommend the guesthouse very much. Great location.,en
3021,310701433,2018-08-19,53557322,Federico,"Great location if you’re looking for something close to Hollywood and relatively close to the beaches. Uber rides out of the canyon are not expensive and easy to come by. Very quiet. Nataraj is a good host. Meets you in person, and was very accommodating with our late check in request. Very hands off, I guess because we followed his rules (not many, just be mindful of neighbors), which is always appreciated. Would definitely stay here again if back in LA. ",en
3021,313081439,2018-08-24,150567927,Kaitlyn,This property is such a cool space in a beautiful area.  It's actually bigger than it appears in the photos and well laid out.   I definitely recommend this stay. ,en
3021,320404293,2018-09-08,37439671,Ibraheem,Great 4 Fitness lift,en
3021,343487497,2018-10-31,166061150,Rebecca,"My friend and I stayed here for about a month and a half while we were transitioning between apartments. Overall--we had a pleasant experience. The design and decor of the guesthouse was very aesthetically pleasing and it was obvious that the host put in a lot of effort. It was stocked full with kitchen supplies, there was a decently sized closet, and a very nice TV with full cable access. Here are a few things worth noting: -Be prepared for street parking the majority of the time. In general it was not hard to find very close parking, but there were a few times (usually a night after residents are back from work) that we spent up to 20 minutes trying to find parking/walking back and forth from the cars to the apartment. There technically is a spot on the sidewalk that guests could use, but the host's car was there 98% of the time.-There is a part of the floor of the guesthouse that exposes the structural foundation (basically 2ft deep inserts with dirt/rocks at the bottom). I believe the host has an intention of putting glass over the openings, but for the entirety of our stay they were uncovered. As a consequence, we noticed that there was an above normal amount of spiders and bugs that were getting into the apartment. So if you have an issue with little bugs, keep this in mind. Furthermore, this might not be the best idea for guests with crawling babies and young children, because it could be very easy for them to slip. -There is basically no cellphone service/data roaming in the surrounding area. There is wifi at the guesthouse, but it is mediocre at best due to the general lack of reception. The issue of cell phone service can be solved with wifi calling, but that is only if you are directly inside the guesthouse. If you are going to require extremely reliable internet services/communication services during your stay, this might not be the best option. These are just little things that we noticed as a result of staying at the guesthouse for an extended period of time, but they did not detract greatly from our overall experience.",en
6033,7368,2009-08-13,27774,Lily,"Sarah is a wonderful hostess, the room and bed are huge and comfortable. Quiet neighborhood with easy access to Malibu and Santa Monica. Enjoyed our stay.",en
6033,23470,2010-01-06,66709,Phoebe,"Sarah was a terrific hostess who could not have been more kind or helpful. The room, with ensuite bathroom, was large and clean and with fresh towels each day. A delicious breakfast brought to the room kick-started the day. The neighborhood was quiet and parking was very easy. Easy access to Malibu, Topanga, Ventura etc.  I would thoroughly recommend a stay with Sarah.",en
6033,69742,2010-07-27,25676,Jonathan,"It was pleasure to stay with Sarah. Her house is in a lovely quite neighborhood. Not far from Malibu, Santa Monica and LA. The room was spacious,comfortable and it had an en suite. Sarah is a great hostess. She cooked a tasty breakfast both mornings. We enjoyed staying with Sarah and we would highly recommend.",en
6033,250059,2011-05-03,475436,Katharina,Nice and helpful host! ,en
6033,14097566,2014-06-11,15620957,Henrik,"We stayed at Sarah house. She is a lovely host, really wants to do the best for you. Me and my girlfriend had a pleasent stay, we were lucky enough to meet both Sarah and her son. Both really good People! The area is quiet and parking is easy. I would recommend it and hope to keep in contact with Sarah :-) best regards Henrik and Sara.",en
6033,14139467,2014-06-12,12561090,Jacqueline,The reservation was canceled 51 days before arrival. This is an automated posting.,en
6033,16455648,2014-07-28,18034594,Ingo,The reservation was canceled 55 days before arrival. This is an automated posting.,en
6033,16759817,2014-08-02,7831838,Liona,The reservation was canceled 26 days before arrival. This is an automated posting.,en
6033,22960917,2014-11-18,20509694,Tara,Sarah was a great host. She was always quick to respond to my messages while booking and before arriving. She cleaned the space to be spotless for my arrival and was extremely welcoming and accommodating. It was a great area to have my own space with availability to also share in the kitchen and pool area during my stay. The location was also very quiet and safe as well as convenient to get to the freeway.,en
6033,23443654,2014-12-01,17985082,Nishigaki,"Sarah is a very relaxed and relaxing charming host, who is extremely friendly,  easy to talk to, easy to get along with.  I spent a peaceful week in her studio, enjoying the fireplace almost every evening.  I left the place filled with the sense of peace and serenity, already missing her hospitality.  I would love to stay again.",en
6033,25451950,2015-01-16,12357700,Spencer,Beautiful location and very gracious host! ,en
6033,32403118,2015-05-17,5875833,Joahnna Lindsey,We had a nice stay at Sarah's studio... Our flight got in very late and we appreciated Sarah welcoming us and making sure we had everything we need. Too bad the weather didn't cooperate it would have been nice to have a little poolside hang out. :),en
6033,35243317,2015-06-16,18159548,Antonia,"Sarah's home is beautiful and convenient to shopping and Route 101.  She accomodated us in another suite as this one became overbooked.  She greeted us and although she was abroad during most of our visit kept us informed and asked that we coordinate with other guests (she rents/airbnb several rooms/suites within the house) on some of the house details.  The other guests were amazing people from all over the world which really made our week a pleasant, interesting and fun time.  There is plenty of room and adequate privacy - it works.  I would stay again at Sarah's home.",en
6033,40192224,2015-07-29,35106669,Mehdi,The host canceled this reservation 42 days before arrival. This is an automated posting.,en
6033,52431861,2015-10-29,29890685,Fiona,Sarah was a very welcoming host and it is exactly like the photos. I had my own privacy and the pool is gorgeous!,en
6033,53279358,2015-11-07,29331374,Casey,"Sarah was an excellent host. Waited for me the first day with a late arrival, and made sure I was comfortable. Bath and room were as presented. Everything was clean and in good shape. ",en
6033,140777627,2017-03-31,70785841,Lauren,"Lovely host, bright and peaceful room, thank you x ",en
6033,199992188,2017-10-03,146682864,Kyle,Perfect stay and perfect location for me and my girlfriend to get away from the city without being far from the city,en
6033,220463387,2017-12-22,47853584,Elba,The host canceled this reservation the day before arrival. This is an automated posting.,en
6033,220764404,2017-12-23,104496122,Anne,This was the best Airbnb experience yet. Sarah was great. The house was great. The location was great. The pictures were accurate. Will definitely stay there again. Highly recommend,en
6033,228064229,2018-01-17,164733571,Chelsea,Located just outside of the city and near all amenities. An easy drive into downtown LA. A beautiful Californian suburban residence with an amazing host. The house and backyard is absolutely stunning. Highly recommended!,en
6033,596112113,2020-01-21,15318601,Evelyn,Sarah has a wonderful house in a great neighborhood. The rooms are a good size.Pictures are accurate!One  thing you need to know is that the separate Suite  does not have a lock on the door and anyone can come in your room. Other  people were  staying in the house when I was there. I recommend that she add a lock  to make it a perfect stay!,en
6033,603931917,2020-02-09,102271786,Aleson,Everything was lovely I loved my stay,en
6033,620514885,2020-03-22,8379725,Ashley,Great location and spacious room.,en
6931,3197,2009-05-26,16167,A.,"Charles is a very friendly host, ready to help when you need a suggestion, and very quiet and respectful of your privacy when you need to be alone. The location of his apartment is great - a short walk from the Hollywood and Highland mall, and very close to all essential conveniences/amenities such as public transport, pharmacies, supermarkets etc.; the street itself is charming and quiet, though the house is steps from the busy and ever-interesting Sunset Boulevard.",en
6931,34840,2010-04-11,50687,Peggy,"A cute room with a nice balcony on a quiet street in a nice neighbourhood.  Charles was a great host, friendly and considerate.  Thanks!",en
6931,38730,2010-04-29,53558,Martin,Charles was a great host 7 he knew all about Los Angeles. keep up the good work,en
6931,1681374,2012-07-10,47234,Mikey,The reservation was canceled the day before arrival. This is an automated posting.,en
6931,3112461,2012-12-18,2754827,Emily,"The listing is in a nice location, close to many of the hotspots of Hollywood (including the Walk of Fame on Hollywood Boulevard, the Chinese Theatre etc). Also, the subway connecting you to Downtown LA is within walking distance. There are plenty of places to eat in the area, including a Burger King, Wendy's, Subway, a few pizza parlors etc - plenty of options whatever you might prefer! The grocery store is also near. The gym has basic equipment enabling you do to a full body workout - and it's never crowded.",en
6931,12972884,2014-05-16,12584554,Stanislav,"Ladies and gentlemen! Let me introduce you to the best host in West Hollywood!Great room, outstanding view, absolute cleanliness and perfect location close to all possible transportations & stores. Charles was extremely helpful and always there to help about different issues — even not straightly connected to the stay. He is also very careful about your privacy.Strongly recommended!",en
6931,13192631,2014-05-21,12371355,Kaio Douglas,"Charles is an exceptional host! He was very thoughtful in preparing everything for my stay. The place is amazing, could not think of a better place to stay in Los Angeles than Charles' house. Everything is clean, organized and comfortable. Even though I did not have a car while in LA, I could go to anywhere in the city by public transportation, as you are at walking distance to the Walk of Fame, from where you can take the metro or some bus lines. I had a really great time in LA, thank you Charles!",en
6931,16702621,2014-08-01,12850038,Lucas,"My stay with Charles absolutely exceeded any expectations what-so-ever! Charles is the friendliest and most adaptable guy I’ve met during my stay in Los Angeles. Considerate, caring and available are the three best words I can use to describe Charles as a person and as a host. I, without any hesitation, would recommend this place to any and everyone looking for a place to stay in the heart of Hollywood and Los Angeles. ",en
6931,23354583,2014-11-30,1456707,Elizabeth,"I stayed with Charles for three months when I first came to LA. The location was super convenient for my studies, just a minute away from The American Academy of Dramatic Arts and very convenient for train stations, grocery stores and more. Staying so close really helped me to settle in and Charles' house was perfect for branching out to find new places to go to. I would definitely recommend Charles apartment for any students stufying near by who are looking for a base. The apartment was well kept and the bed comfy. Charles is very friendly and a good host. Thank you :)",en
6931,32241401,2015-05-16,1236073,Rudolfs,Charles was the best host i've had on these Airbnb listings. Can't really beat that.,en
6931,32836092,2015-05-22,31435773,Kenny,"Charles and myself have a laugh everytime we see each other! Humble person and very funny! The area is very quiet and the transportation can be reach within 5-10minute! Hollywood walk of fame is a 10minute walk! You are pretty much surrounded everywhere! I stayed for 6 nights and the room... The bed is so comfy that everytime I come back from going out, I just pass out! Thank you for having me Charles!",en
6931,271248096,2018-05-31,175283825,Joey,"I stayed with Chas for two months and he was terrific. The room is amazing, clean and so is the apartment overall. He was extremely helpful with anything I needed. At the month and a half mark I needed to extend to two months and he was more than happy to call Airbnb and work it out with me while also keeping the price from skyrocketing. He was respectful of privacy and was overall an awesome host. I 100% reccomend staying here, the apartments great, the location is perfect and Chas is a very nice guy! ",en
6931,433551884,2019-04-06,29245802,Ted,Stayed here for 2 months. Had my own private room. Charles was super friendly and was always attentive to my needs. The location is amazingly central. It was easy to get to a from the Airbnb. I definitely would stay here again!,en
6931,450227800,2019-05-08,68031652,Marcus,"Charles is a superhost for a reason. I stayed with him for an entire month as my transition back to LA and there was a never a moment where I did not feel welcome and at home. We had some excellent conversations and at the same time, Charles will respect your privacy as well. Everything is always clean and he is always looking for ways to make your stay better. The location also is fantastic as you not only have uber but are very close to multiple hubs for the electric scooters and bikes. Also, if you like to cook like me, Ralph’s is extremely close...even walking distance. It was such a pleasurable experience at Charles’ place and I would recommend anybody who needs a great place to stay (even if you will be gone most of the day) to book with Charles as you will not be disappointed!",en
6931,461039473,2019-05-30,3992081,Maria,"Chas has a really clean little space with nice amenities for Hollywood, such as parking and nearby shopping.  He is a very thoughtful host, with everything very clean and ready for you when you arrive.   Check in was very smooth.  The one thing I have to mention is that for work travelers the internet is very slow, so much so that it will be hard to work if you are a software engineer.  It barely has enough bandwidth to stream a video.  So this place didn't work out for me given the internet situation.   The room is also quite small, so I would recommend this if you are planning on being out and touring a lot.",en
6931,474102167,2019-06-22,224210468,Dan,"Easy, simple and nice stay. Location is wonderful and the apartment is incredibly tidy. Would recommend to anyone",en
6931,557753195,2019-11-01,270353673,Karen,"Chas is an amazing host! The room is very comfortable, clean and there are plenty spaces to keep your belongings. The location is perfect, next to Sunset, La Brea and many famous places.",en
6931,621370739,2020-03-30,273035613,Eric,Had a great experience at this Airbnb super clean chas was super friendly. Always answering all my questions and leading me the right way. My time got cut short because of the coronavirus but definitely going to rebook next time I'm in the West Hollywood area definitely would recommend this Airbnb,en
6931,633850207,2020-07-01,301611732,Ritesh,"Sparkling clean place, quiet atmosphere, great amenities,  free parking, and a host that sincerely cares that you are enjoying your stay. The bed is comfortable, the shared bathroom is right next to the room, and the balcony with a beautiful view of hills is an added advantage. Location is close to major tourist spots, so if you are visiting LA for a vacation, this is definitely the place to be.Thank you Charles for making my month-long stay so comfortable. We had some interesting conversations(albeit shorts ones). This house will be my first choice next time I visit LA. Really a terrific host!!",en
6931,644787953,2020-07-31,91260372,Eoin,The best host and best stay I've ever had with Airbnb.Charles could not have been more helpful and respectful. He's goes out of his way to ensure you have a pleasant stay.The apartment is large and stylish with a fabulous wrap-around balcony - many wasted hours out there in the sun!Jacuzzi is also a very relaxing plus.5 stars all the way. Would definately recommend.,en
6931,667349751,2020-09-23,5608763,Benjamin,"The room is fantastic! The balcony is such a great part of the experience - I spent so much time out there. Everything is tidy and very convenient, and Chas was a fantastic and attentive host. He gives you your space but will happily answer any questions you have. The location was also super convenient for my first month in LA (without a car) to get around! Highly recommend!",en
6931,715796669,2020-12-15,3166002,Danny,"This place is (Website hidden by Airbnb) centrally located in the middle of Hollywood/West Hollywood. I was here during a stay-at-home order which made my trip interesting, but I walked everywhere and explored LA on foot. The apartment is close to Runyon Canyon which I walked most mornings and that was a highlight of my trip. Chas is lovely and very responsive, and the place is beyond spotless. It’s also wonderfully quiet, with a killer shower and a hot tub that I used most evenings and felt it was private as no one else was ever there. Anytime I did use an Uber it was a short distance and cheap. I went to Blackwood Coffee every morning for fantastic service and coffee. Also recommend Black Canvas...both within walking distance. I definitely recommend this place for anyone wanting a quiet, comfy room in a clean, well cared for apartment in a great location.",en
6931,732940322,2021-02-20,151975518,Ramy,"Charles was an exceptional host, he is very nice and enthusiastic! His place was very clean and spotless.Although I was not expecting another guest, I was extremely glad with my stay at his place and would gladly return if I was in the area!",en
6931,742738865,2021-03-27,115316103,Priyanka,"Great weather, nice location. The place was and is kept very clean.Don’t plan to cook very frequently especially if you use different spices etc.Apart from that, the room was sunlit, happy place that was nice to return to.Thanks for being adaptable and accommodating, Charles Good luck,Pri",en
6931,750740122,2021-04-21,363838686,Kamala,I highly recommend a stay at Charles'. He is an exceptional host that offers more than just a place to stay for your visit to LA.,en
6931,399323951524750278,2021-07-04,289019938,Darshi,"Clean apartment. It is very easy to communicate with the host. He is pleasant, helpful and friendly.",en
6931,454346490305417625,2021-09-18,85939128,Saad,"Hospitality, kindness and peace. That’s what my  stay was like",en
11511,18924,2009-12-01,43283,Sheila,"The place is just what I was looking for,a sweet home away from home. I found it to be a lot like staying in a boutique type hotel buy even better as it is a fully equipped house. It is hard to believe that you are right in the heart of Los Angelos when you are inside the bedroom as it looks out over a lush garden. Suzan and Michael are wonderful hosts. I found it difficult to leave once my stay was over.  ",en
11511,42644,2010-05-15,71866,Donna,"Fabulous hosts, very helpful. Marvellous accommodation! Loved the 1920's style furniture and atmosphere of the whole place. Great location. Thank you for making our stay so wonderful!! ",en
